pos	5pG>A
1	0.0607053497610673
2	0.0425578501506633
3	0.035662447058706
4	0.0311524486342897
5	0.0272727336228436
6	0.0244042413166778
7	0.0217397134147977
8	0.0199717286227421
9	0.0182184273072131
10	0.0172204570410324
11	0.0162562212831695
12	0.0155152967616371
13	0.0150210532855864
14	0.0147538389684006
15	0.0143194234448685
16	0.0138169748273863
17	0.0139460027724537
18	0.0137922600142989
19	0.0138093951919985
20	0.0139238883783766
21	0.0138262498692624
22	0.0139708664429444
23	0.0139542878787671
24	0.0139543711489309
25	0.0138948341019937
