pos	5pC>T
1	0.0884029429897204
2	0.0796517287559861
3	0.0689274677749576
4	0.0592232015329637
5	0.0498312510357236
6	0.0408107957737252
7	0.0340966731340093
8	0.0292313469564835
9	0.0249334864570538
10	0.0218209293692298
11	0.0199068983503787
12	0.0182156432029015
13	0.0171154705997944
14	0.0164848880421615
15	0.0156174306952452
16	0.0149265893737505
17	0.0141495747065637
18	0.0138164442355963
19	0.0134725859856857
20	0.0134298571708081
21	0.013362975720654
22	0.0134784550739734
23	0.0135736842586169
24	0.0140339369188748
25	0.0144682414024277
