pos	5pC>T
1	0.0993453322653887
2	0.0868792878144397
3	0.0774653676984421
4	0.0674913047597136
5	0.0582236467903721
6	0.0510071732973345
7	0.0456022671138497
8	0.0416761144619292
9	0.0393104391489251
10	0.0364089191772716
11	0.034821399498551
12	0.0332726715326563
13	0.0315794295286643
14	0.0316872052731678
15	0.0302083947125489
16	0.0293932105823444
17	0.0283685170706281
18	0.0275780858635474
19	0.0271112821282063
20	0.0275108089805699
21	0.0282376554546886
22	0.0264647924330005
23	0.0259765920871507
24	0.0260320212248972
25	0.0254113176678585
