pos	5pG>A
1	0.0930694113846012
2	0.0725111794114155
3	0.0649512416071619
4	0.0588044764378871
5	0.0522703170441311
6	0.0477809885134294
7	0.0425216716263423
8	0.0415992695016958
9	0.0380164861137192
10	0.0360042357924462
11	0.0349809490370486
12	0.0346577810496135
13	0.0321008512573916
14	0.0318643405806536
15	0.0314707939267577
16	0.0302429901653066
17	0.0301126952680978
18	0.0294970892311287
19	0.028790574312656
20	0.0280356758379059
21	0.0283229274261992
22	0.0273514454574609
23	0.0273596657410531
24	0.0260805256682112
25	0.0270544734923445
