pos	5pC>T
1	0.0923917146955931
2	0.0770079609048632
3	0.0639409026950969
4	0.0530924142322694
5	0.0440589181059074
6	0.0399171482636936
7	0.035802995709662
8	0.0317025147670912
9	0.0295409974430901
10	0.0274625679735803
11	0.027109114184593
12	0.0267308608540836
13	0.0258182915179245
14	0.0260605293149297
15	0.0229289000737182
16	0.0237561405718604
17	0.0221998742928975
18	0.0230778847355919
19	0.0222862679818132
20	0.0219056410768194
21	0.022068552312954
22	0.0224202792435681
23	0.0216498973819893
24	0.0199641209636084
25	0.0215679821785687
