pos	5pG>A
1	0.108095617120702
2	0.0836766954313405
3	0.0691284610687834
4	0.058663568920453
5	0.0496842976917503
6	0.0443321820712408
7	0.03761723955845
8	0.0364583333333333
9	0.0343709468223087
10	0.033538569354758
11	0.0301984037629163
12	0.0290236805137467
13	0.0282919223418167
14	0.0272163905400278
15	0.0274736466873759
16	0.0263677311604838
17	0.0252270433905146
18	0.0254300673148841
19	0.0253031628953619
20	0.0247977356411091
21	0.0235252896864129
22	0.0249629573821542
23	0.0222449948761529
24	0.0217474052833253
25	0.0226169211804071
