pos	5pC>T
1	0.0518077661789543
2	0.0411862661508118
3	0.0350807310792139
4	0.0292015408364136
5	0.0244629456889471
6	0.0206810346258778
7	0.0178982505387513
8	0.0159614103046105
9	0.014405288539336
10	0.0133618528290183
11	0.0125150763364022
12	0.0117383990537246
13	0.011441841346446
14	0.0110734046225193
15	0.0109494648020988
16	0.0109056173398971
17	0.0106983624675222
18	0.0105929507135634
19	0.010533376582503
20	0.010344001388013
21	0.0103119807602156
22	0.010013095486247
23	0.00973774772385142
24	0.00988252032239573
25	0.00968926873913007
