pos	5pG>A
1	0.0653375411177345
2	0.058397427396897
3	0.0518103620724145
4	0.0469264040346688
5	0.0430885958518322
6	0.0390909090909091
7	0.0370401101910088
8	0.0337043603887575
9	0.0329422233940872
10	0.0331924169363895
11	0.0314882661649668
12	0.0313056086469386
13	0.0310553903284642
14	0.0309934386231
15	0.0322336112850598
16	0.0316178998902952
17	0.0301830370346029
18	0.0303456026973869
19	0.0298287064382752
20	0.0291168119224646
21	0.0302738269307457
22	0.0290901210282399
23	0.0293772227276487
24	0.0293676807273566
25	0.0291126851682896
