pos	5pC>T
1	0.0911939259308378
2	0.0781479117428882
3	0.0677264733266664
4	0.0556625479335322
5	0.0492974317601183
6	0.0421208049237711
7	0.0385806768827338
8	0.0361987266124961
9	0.0325738755230126
10	0.0313816792641537
11	0.0308390396831945
12	0.0301523971482765
13	0.0290455751777465
14	0.0284613007627629
15	0.0288444233569477
16	0.0267680105750165
17	0.0278160015726361
18	0.0284238147236664
19	0.0282086523987172
20	0.0292111506524318
21	0.0267652814168684
22	0.0283180255443538
23	0.0277320063274453
24	0.02756896408034
25	0.0261282264779351
