pos	5pG>A
1	0.0476171925723932
2	0.0277617700474993
3	0.0223763303868903
4	0.0189943750563138
5	0.0167132684006454
6	0.0148039562443803
7	0.0134705142596703
8	0.0126974532731166
9	0.0115388200994974
10	0.0111062449241654
11	0.0104840973468641
12	0.0101967822358424
13	0.00983221929646884
14	0.00992205013246383
15	0.00985397885269707
16	0.00997537937376314
17	0.0095966690926324
18	0.00950067590402163
19	0.00960308935604317
20	0.00950535449807716
21	0.009465669799026
22	0.009338988680788
23	0.00940692011093824
24	0.00945600413859195
25	0.00934500615690839
