pos	5pC>T
1	0.0449349490233772
2	0.035397491011068
3	0.0292020572842583
4	0.0240753511352427
5	0.020553169970773
6	0.0172900448798152
7	0.0152241035020892
8	0.0135044680210181
9	0.012470151233749
10	0.0112348647850483
11	0.0107944275355264
12	0.010367192471564
13	0.00976872408931164
14	0.0093859101718642
15	0.00934599308617618
16	0.00958641817717641
17	0.00902629194652284
18	0.00920706818892448
19	0.00930853874541865
20	0.00922422250251628
21	0.00891158377912582
22	0.00907714935609105
23	0.00903718411398527
24	0.00886026691981715
25	0.00910704078759907
