pos	5pC>T
1	0.0906327178113525
2	0.0830239959669175
3	0.073708382161162
4	0.0641522880771787
5	0.0552034992313329
6	0.0458101306641896
7	0.0381152389147078
8	0.0313770807017081
9	0.0267182049900565
10	0.0228484194773865
11	0.0201015807071609
12	0.0181555875685956
13	0.0168845200973073
14	0.0160016493483633
15	0.0149615530333582
16	0.0139201842458712
17	0.0130336617405583
18	0.0121087013474494
19	0.0116380267865084
20	0.011289462826594
21	0.0111103851053585
22	0.011063379983933
23	0.0112529100128531
24	0.0115881684192555
25	0.0120382192537403
