pos	5pG>A
1	0.0861399732189772
2	0.0664483323278462
3	0.0538656190830104
4	0.04577980860419
5	0.0374476846226542
6	0.0346569430970461
7	0.0281853026698388
8	0.0259984183471728
9	0.0238095238095238
10	0.0223600456993635
11	0.020513744044793
12	0.0189729028869668
13	0.0179468181443978
14	0.0179825284325037
15	0.0164794255364913
16	0.016235161855636
17	0.0158704241909676
18	0.0153775231321413
19	0.0158306594198153
20	0.0153833578551578
21	0.0148067716302256
22	0.0151437414144089
23	0.0141952715402117
24	0.0142291573489705
25	0.0129674156371777
