pos	5pG>A
1	0.0810451565914057
2	0.0664735326848477
3	0.0583534221916681
4	0.0522437712980696
5	0.0473410145011317
6	0.0426955238563699
7	0.0404535703340484
8	0.0386585850645203
9	0.0364848490228541
10	0.0354071305964812
11	0.0335219949065835
12	0.0329773897271297
13	0.0319118730091126
14	0.0309238776257175
15	0.0307517595518529
16	0.0293284184877925
17	0.029489399395523
18	0.0281862635545265
19	0.0276058057941215
20	0.027641925907962
21	0.0270953757225434
22	0.0273667641106364
23	0.0265933222006912
24	0.0261546972756836
25	0.0256372397685937
