pos	5pG>A
1	0.0332773557566976
2	0.0285456242285577
3	0.0248645387425544
4	0.0219824798848019
5	0.0193796223206159
6	0.0174459089408945
7	0.0157844357571512
8	0.0145764179535286
9	0.013979910595655
10	0.0134091846981915
11	0.0130673750473306
12	0.0126890971264587
13	0.0124813410195962
14	0.0123694049201814
15	0.0123478040724389
16	0.0122312859430217
17	0.0123529742643902
18	0.0122348568647405
19	0.0119602562033929
20	0.012075082608251
21	0.0119275940540923
22	0.0116784136672764
23	0.0116317063176502
24	0.0113171131646153
25	0.0110979188362753
