pos	5pC>T
1	0.0427778720799853
2	0.0348817654654994
3	0.0293232435618577
4	0.0245721078513437
5	0.0207283269878259
6	0.0178773167953184
7	0.0158449277871132
8	0.0143924102320544
9	0.0132661698386864
10	0.0125815625205488
11	0.0119129141045766
12	0.0116192586746
13	0.0114333310747822
14	0.0115666938100284
15	0.0115794319205908
16	0.01177452624044
17	0.011636670073417
18	0.0117827047312253
19	0.0116899973711882
20	0.011704732535098
21	0.0118389495036675
22	0.0115850681344045
23	0.0113631673229484
24	0.0111360539143428
25	0.0110703469040606
