pos	5pC>T
1	0.113396624472574
2	0.101073035652475
3	0.0796184186387819
4	0.0674868825764429
5	0.0554204308547602
6	0.0551994301994302
7	0.0452045376418013
8	0.0422511407808011
9	0.0359372363759069
10	0.0403100775193798
11	0.0277544154751892
12	0.0317328459877056
13	0.0301893228722497
14	0.0297783933518006
15	0.0347690710949663
16	0.0324686192468619
17	0.0293920053745381
18	0.0283314116290562
19	0.0314732902347737
20	0.0320820241442037
21	0.0257714479484571
22	0.027411519777932
23	0.0277401894451962
24	0.0257794809266678
25	0.0314018043025677
