pos	5pG>A
1	0.122943722943723
2	0.0956672443674177
3	0.080930064888248
4	0.0656831752722164
5	0.0642969158389963
6	0.0577566472970593
7	0.0470844504021448
8	0.0506350841057329
9	0.0462645647703907
10	0.0462467644521139
11	0.0404424472865538
12	0.0402027027027027
13	0.0397658805302117
14	0.0382692639200138
15	0.0415384615384615
16	0.0394736842105263
17	0.0330366312906539
18	0.0391459074733096
19	0.0382242029482345
20	0.0345125107851596
21	0.0367723945625654
22	0.0331434489901605
23	0.0357957536409896
24	0.036953893973407
25	0.0331046312178388
