pos	5pC>T
1	0.0994108983799705
2	0.101956358164033
3	0.0957245554294363
4	0.0818181818181818
5	0.0833937635968093
6	0.0602997560125479
7	0.063969571230982
8	0.0534325329726074
9	0.0533425701420159
10	0.0446247464503043
11	0.0512911213300318
12	0.0461065573770492
13	0.0479770855710705
14	0.0450545582541359
15	0.0407523510971787
16	0.0396352157137846
17	0.0433734939759036
18	0.040082219938335
19	0.0412512891027845
20	0.0397099447513812
21	0.0411946446961895
22	0.0308641975308642
23	0.0401549841493484
24	0.0329975686002084
25	0.0356628242074928
