pos	5pG>A
1	0.0872436565867223
2	0.0755244755244755
3	0.0781021897810219
4	0.058885754583921
5	0.063448275862069
6	0.0613910574875798
7	0.0566610455311973
8	0.0590862246650636
9	0.0482381115292508
10	0.0491525423728814
11	0.0448016415868673
12	0.0461165048543689
13	0.0403418803418803
14	0.0471633629528366
15	0.0375
16	0.0434929197572488
17	0.0373543522960932
18	0.0401875418620228
19	0.0346959807626245
20	0.0404040404040404
21	0.0453615279672578
22	0.0372358269037236
23	0.0384747509446925
24	0.0370111731843575
25	0.040893470790378
