pos	5pG>A
1	0.0709389024761135
2	0.0502690842094406
3	0.0403445283283414
4	0.032933757600436
5	0.02760810751956
6	0.0234947713367713
7	0.020404559733785
8	0.0180888761138258
9	0.0161935708611566
10	0.0149542589396714
11	0.0138165576846691
12	0.0130760116514378
13	0.0122150953569664
14	0.011803754118339
15	0.011605534983073
16	0.0113187419158452
17	0.0109842816788104
18	0.0107466742895968
19	0.0106537219458453
20	0.0104563129029199
21	0.010222989481839
22	0.00999460252512793
23	0.00960977776955045
24	0.00937769858068018
25	0.00913784739711209
