pos	5pC>T
1	0.0580392051869831
2	0.0449548586654178
3	0.0360495771211301
4	0.0292987832168099
5	0.0241530722606521
6	0.0204422165152576
7	0.0175980987073641
8	0.0155108894628905
9	0.0138908446329322
10	0.0129060884504351
11	0.0119717115816453
12	0.0113054831959492
13	0.0109438992660167
14	0.0107859859462025
15	0.0104373040317434
16	0.0101379471895309
17	0.0101139175117588
18	0.00995823490677681
19	0.00987007652570346
20	0.00981693308818361
21	0.00958291320375101
22	0.00944697862363517
23	0.00922234510664811
24	0.00894551041770627
25	0.00880369421398476
