pos	5pG>A
1	0.0560287289539883
2	0.0383604152069396
3	0.0311451623064686
4	0.0264997720637446
5	0.0224920477346325
6	0.0202046671767406
7	0.0182113910372744
8	0.0167193016813417
9	0.0154970568158775
10	0.0151581621753594
11	0.0142358629307813
12	0.0137274411844163
13	0.0133210652275479
14	0.0132757117982382
15	0.0132922891272245
16	0.0128844714043424
17	0.0130587807413531
18	0.0128787792062093
19	0.0129138286342922
20	0.0128684833483695
21	0.0125436575615479
22	0.0126774219769076
23	0.0126126386043873
24	0.0120749969759284
25	0.011794975989246
