pos	5pC>T
1	0.0437748780961277
2	0.0362900984721652
3	0.0303479367373313
4	0.0254866770870033
5	0.0217619426651489
6	0.0189473563132453
7	0.0167155198138544
8	0.0152158657944436
9	0.0140687984808313
10	0.0134066898565482
11	0.0130592088014758
12	0.012526210660343
13	0.012385701146979
14	0.0122758377995368
15	0.0122192216166571
16	0.011996553644616
17	0.0121015123800687
18	0.0120755414323381
19	0.0119675755625038
20	0.0122259931278606
21	0.0122700816031301
22	0.0120668059263447
23	0.0117213292527171
24	0.0116291344294238
25	0.0113926322819235
