pos	5pG>A
1	0.0412704003757191
2	0.0283207315449151
3	0.023573931737197
4	0.0201019580581624
5	0.0184657259508631
6	0.0178063917406183
7	0.0162783730187037
8	0.015349795432783
9	0.0144825201026025
10	0.01377114085295
11	0.0130283729009844
12	0.0131050699701766
13	0.0123834145087341
14	0.0129039674670575
15	0.0127073670742523
16	0.0124364455743009
17	0.0123629342516678
18	0.0128161214819889
19	0.0116776339472131
20	0.0117894127018611
21	0.0120496022461394
22	0.0117736695322159
23	0.0116222760290557
24	0.0112227324913892
25	0.0110614397065566
