pos	5pG>A
1	0.0753347088847174
2	0.051842264349821
3	0.0438233989400201
4	0.0382683785933417
5	0.0344581112070763
6	0.0299277605779154
7	0.0272817167483323
8	0.0249490759326167
9	0.0232243785417734
10	0.0222335078455828
11	0.0208291429209968
12	0.019636444411536
13	0.0198879821244923
14	0.0192747540692381
15	0.0183759420718191
16	0.0177742063901626
17	0.0179606751092153
18	0.0180430767419443
19	0.0181347918241511
20	0.0177792361789558
21	0.0180552321869813
22	0.01766014267967
23	0.0175571787633319
24	0.0162400925912361
25	0.0182655160674373
