pos	5pG>A
1	0.0893064047487478
2	0.0655512096190062
3	0.0524809878774189
4	0.0453873720766986
5	0.0356546365550795
6	0.0312691600245248
7	0.0277016150430737
8	0.0248799957800714
9	0.0208113433255929
10	0.019900583681175
11	0.0175082422349471
12	0.0160820253520138
13	0.014794675329261
14	0.0153587543130142
15	0.014855258726135
16	0.0143312666076174
17	0.0131289500331715
18	0.0127756999545598
19	0.0124382467327704
20	0.0122214613074856
21	0.0128302419568325
22	0.0110646668305877
23	0.0111006182848387
24	0.0113415195159064
25	0.0109775784753363
