pos	5pC>T
1	0.0821480199168347
2	0.0650378212055166
3	0.0526395173453997
4	0.0433816997334913
5	0.0350889925068491
6	0.029248160775166
7	0.0247171667486473
8	0.0239390642002176
9	0.0200329500841279
10	0.0178524638845704
11	0.0164933109499663
12	0.0155779070582463
13	0.0150609355874474
14	0.0137207568603784
15	0.0133965703364185
16	0.0137080433441987
17	0.0132868846719417
18	0.0130565256304512
19	0.0126874880511671
20	0.0127712358922394
21	0.0119613853362929
22	0.0126459657960089
23	0.0115610006550644
24	0.0109174926805178
25	0.0114641277991727
