pos	5pG>A
1	0.0392239933626366
2	0.0297260298327022
3	0.0227774611768058
4	0.0201259631962281
5	0.0192753042781773
6	0.0186106601023063
7	0.0177082437892203
8	0.0168268396766471
9	0.0159123606801754
10	0.015670312008665
11	0.0160062701384656
12	0.0164129852628669
13	0.0150641910546659
14	0.0153992889967918
15	0.0152632962411285
16	0.0156821562964908
17	0.0155752397194717
18	0.0161999376925473
19	0.0166105460478356
20	0.0162414622583534
21	0.0169876215583917
22	0.0156676104288618
23	0.0153672393729893
24	0.0155887746980864
25	0.0164312732067877
