pos	5pG>A
1	0.163157894736842
2	0.189349112426035
3	0.0982658959537572
4	0.162162162162162
5	0.0645161290322581
6	0.0774193548387097
7	0.0628019323671498
8	0.08
9	0.0625
10	0.0571428571428571
11	0.0564971751412429
12	0.0205479452054795
13	0.0350877192982456
14	0.0212765957446809
15	0.0337078651685393
16	0.0359281437125748
17	0.0421686746987952
18	0.0287769784172662
19	0.0251572327044025
20	0.0359281437125748
21	0.0552147239263804
22	0.0304878048780488
23	0.0491803278688525
24	0.0222222222222222
25	0.0368098159509202
