pos	5pC>T
1	0.0633101400109755
2	0.0530589203881614
3	0.0437529069943038
4	0.0366547463046633
5	0.0297931556147085
6	0.0244292263095211
7	0.0202524063006276
8	0.017679735361647
9	0.0154598114824336
10	0.0141917480566075
11	0.0135160713659785
12	0.0126107693176046
13	0.0122679115924216
14	0.0121649646168428
15	0.0123803932327909
16	0.0120372638637111
17	0.0120306898589791
18	0.0121434285290164
19	0.0121220521278734
20	0.0122959410398518
21	0.0125275244234807
22	0.0125437627275554
23	0.0127910354014082
24	0.012967909820493
25	0.0132786177105832
