pos	5pG>A
1	0.049465147171922
2	0.0352679132511277
3	0.0285012388782521
4	0.0246286622126945
5	0.0221974061919802
6	0.0199321312313827
7	0.0176489813705197
8	0.0163077941054837
9	0.0149355478433317
10	0.0148553179134811
11	0.0139496435091103
12	0.0132694788264676
13	0.0133318687957382
14	0.0128048277568526
15	0.0130454996495757
16	0.0126943739585566
17	0.0133783662197983
18	0.0128633730928502
19	0.0127433776217933
20	0.0129237789185204
21	0.013257668754691
22	0.0125264016395157
23	0.0116040531299861
24	0.0119407139377914
25	0.0118262073740696
