pos	5pC>T
1	0.0493316402463169
2	0.0410919600557037
3	0.0353839681102166
4	0.0293511807746992
5	0.0256242691064181
6	0.0216901291589457
7	0.0190085199021689
8	0.0168771821037165
9	0.0157486723502961
10	0.0145250183259577
11	0.0138877486796377
12	0.0132039334321429
13	0.0135913493540543
14	0.012784255467041
15	0.0130662439352452
16	0.0128661073502959
17	0.012545696812327
18	0.0127379820354775
19	0.0129756834730045
20	0.0126003392134916
21	0.012534645232816
22	0.0123271259098181
23	0.0125132291601818
24	0.0121527296900535
25	0.0115907910680284
