pos	5pC>T
1	0.0427302055719854
2	0.0339055156501347
3	0.0291876850758164
4	0.0251581304449892
5	0.0217213530236434
6	0.0188739566817308
7	0.0165824726766075
8	0.0148280727039952
9	0.0134983036630774
10	0.0126211491185945
11	0.0119157352055684
12	0.0114098634638424
13	0.011006083011477
14	0.0107986385791882
15	0.0105318690845213
16	0.0102145092747538
17	0.0100345843715457
18	0.00973339624056749
19	0.00957060211325507
20	0.0093631687398512
21	0.00919042166053846
22	0.00906024678159849
23	0.0088605433969114
24	0.00877241566806482
25	0.00864101949945727
