pos	5pG>A
1	0.0260335582079225
2	0.0167485441229168
3	0.014222477796418
4	0.0128157318850495
5	0.0114751921392222
6	0.0107767065301164
7	0.00996321877101078
8	0.00962753317725089
9	0.00929534970919333
10	0.00893802916937308
11	0.00879746921998751
12	0.00861825347795827
13	0.0085199862562674
14	0.00849643085113646
15	0.00853721790022876
16	0.00850477290088577
17	0.00847084444230939
18	0.00833317978895603
19	0.0083845702613416
20	0.0082983550923427
21	0.00830368695069271
22	0.00823158492438421
23	0.00819639824491239
24	0.00814416310018767
25	0.00797954875492721
