pos	5pC>T
1	0.00695014848044481
2	0.00871091464603783
3	0.00682997307414461
4	0.00473349760082998
5	0.0065227993172397
6	0.00642201834862385
7	0.00539924410582518
8	0.00563248063834781
9	0.00599370957213222
10	0.00530519442663091
11	0.00541344437834622
12	0.00424378168100908
13	0.00501432664756447
14	0.00638515752063129
15	0.00702179176755448
16	0.00785854616895874
17	0.00752587017873942
18	0.00888940873735306
19	0.00950581566983527
20	0.00913187855787476
21	0.0094119057610455
22	0.00992051634494711
23	0.0104460587140542
24	0.0123108335335095
25	0.0105587064076264
