pos	5pG>A
1	0.0252451755773489
2	0.0122505683253347
3	0.00903788218703929
4	0.00756660520124626
5	0.00761940159821595
6	0.00785648004948964
7	0.00808363216434693
8	0.00754716981132075
9	0.00717905405405405
10	0.00771052152267622
11	0.00770218228498074
12	0.00657418576598311
13	0.00820710880453805
14	0.0086407647996078
15	0.00755038665286488
16	0.00837734474594791
17	0.00870034801392056
18	0.0080849523349825
19	0.00920913446580798
20	0.00959071472205253
21	0.0101776461880089
22	0.00862972323244776
23	0.0109236557834689
24	0.00904649900488511
25	0.0108399405351834
