pos	5pC>T
1	0.0103857228280577
2	0.0128816590991532
3	0.0115172815255931
4	0.00882751639342209
5	0.00977033749367013
6	0.00938420540605432
7	0.00911412098771637
8	0.0088293419129412
9	0.00868630680744201
10	0.00883697049996997
11	0.00942210431410546
12	0.00963503227435482
13	0.00985973882014111
14	0.0111686444533053
15	0.0114000517422209
16	0.0121292988231235
17	0.0126435023867
18	0.0134133740686745
19	0.014161782331919
20	0.0148744959244487
21	0.0153319855032895
22	0.0158454568257352
23	0.0162256883773252
24	0.0164721241405982
25	0.0165306213479638
