pos	5pC>T
1	0.0630834348002551
2	0.0514487697033332
3	0.0428864221416977
4	0.0354511585409012
5	0.0288610383895813
6	0.0241167510804552
7	0.0204303497154526
8	0.0179026299993729
9	0.0162618435483001
10	0.0149442786309151
11	0.0138606689706397
12	0.0130674194557979
13	0.0129682726498723
14	0.0125958755539997
15	0.0120984850375621
16	0.0123691839040928
17	0.0115031650361935
18	0.0112689680188622
19	0.0113894037759739
20	0.0112025563946526
21	0.0114357410603654
22	0.0114526408092323
23	0.0113450310704838
24	0.011292973156408
25	0.0115960236820202
