pos	5pG>A
1	0.0564971751412429
2	0.0588235294117647
3	0.046242774566474
4	0.0117647058823529
5	0.0578034682080925
6	0.0276243093922652
7	0.0406976744186047
8	0.0483870967741935
9	0.0149253731343284
10	0.0346820809248555
11	0.0372670807453416
12	0.0175438596491228
13	0.0255102040816327
14	0.0177514792899408
15	0.0109289617486339
16	0.0277777777777778
17	0.0112994350282486
18	0.024390243902439
19	0.0285714285714286
20	0.0306748466257669
21	0.0304568527918782
22	0.037037037037037
23	0.0365853658536585
24	0.0175438596491228
25	0.0239520958083832
