pos	5pC>T
1	0.00963463463463463
2	0.0105576144100664
3	0.00979008643499735
4	0.00800239643957549
5	0.00750763138354921
6	0.00810393082417812
7	0.00780424355743435
8	0.00762311942887105
9	0.00779505501197678
10	0.00700906344410876
11	0.00567972868058677
12	0.00650393447888229
13	0.00636890998336781
14	0.00601000322684737
15	0.00719453869108449
16	0.00759741851155951
17	0.00785520508563793
18	0.00739460675963509
19	0.0083898679298302
20	0.00875361387728879
21	0.00953811185972887
22	0.00784297789336801
23	0.00916230366492147
24	0.00984700520833333
25	0.00996325030624745
