pos	5pC>T
1	0.113025293766182
2	0.0932186027453391
3	0.07470963691535
4	0.0678044280442804
5	0.0588711718552265
6	0.0469933296554491
7	0.0421287104740691
8	0.0383543208689801
9	0.0323638856247552
10	0.030069691505434
11	0.0315530396258922
12	0.0297307957795089
13	0.0260408931135205
14	0.0291507609935055
15	0.0289632636894742
16	0.0276133140952286
17	0.0267063787540333
18	0.0270603920794035
19	0.0249792652583305
20	0.0257818685669042
21	0.022544521730551
22	0.0250348397372088
23	0.0263605442176871
24	0.0240309687798502
25	0.0242609174128358
