pos	5pG>A
1	0.0663764468478273
2	0.0490010391256605
3	0.0402823286239416
4	0.0334508978367084
5	0.027734040183207
6	0.0244143773555538
7	0.0214039443839676
8	0.0189580571742991
9	0.0176052716510439
10	0.0168535686522903
11	0.0166501039938823
12	0.0164785849747451
13	0.016296096489538
14	0.0165393433008614
15	0.0158632327020862
16	0.015729589897986
17	0.0152830379600451
18	0.0147948376389404
19	0.0147961777150401
20	0.0146878106578334
21	0.0144314797268475
22	0.0141339078887017
23	0.0141877792062626
24	0.0134655217794325
25	0.0128898524265936
