pos	5pC>T
1	0.0557900801735273
2	0.0450611923793408
3	0.0361259903259958
4	0.0302777712554885
5	0.0252549066945307
6	0.0209510063110764
7	0.0188703172952545
8	0.0163042702339991
9	0.0154453729583447
10	0.0148786864522431
11	0.0147346979442273
12	0.0148229286218976
13	0.0147030024229811
14	0.014316065214246
15	0.014364843796846
16	0.0141887498264764
17	0.0138997316640099
18	0.0137421489048542
19	0.0135159441889149
20	0.0130762476218352
21	0.0140882779946075
22	0.0134949900573392
23	0.0127500238800267
24	0.0124102693544748
25	0.0123585892195076
