pos	5pG>A
1	0.0735316059083901
2	0.0467137968074742
3	0.0382598119948311
4	0.0326968024267741
5	0.0280469396698641
6	0.0255710211344855
7	0.0206252871339797
8	0.019190332326284
9	0.019111025960341
10	0.0172595899947189
11	0.017763820300139
12	0.015114974092027
13	0.0168516529418785
14	0.0151752002116351
15	0.0168227918572846
16	0.0155932695097186
17	0.0158878058103976
18	0.0163165166023534
19	0.0151696702453988
20	0.0147854309412189
21	0.0148907368013924
22	0.0149382568037406
23	0.0145285416317039
24	0.0148932609787
25	0.013586696060577
