pos	5pC>T
1	0.0782463977925898
2	0.0670441238092607
3	0.0580135870266746
4	0.0489146894872941
5	0.0400862446754431
6	0.0335427179795845
7	0.0289410741202561
8	0.0252007096358618
9	0.0223920966036921
10	0.0204322114606124
11	0.0187581381033348
12	0.0176033439826152
13	0.0167443110955718
14	0.0161505982636367
15	0.0156489547980294
16	0.0151007888544213
17	0.0148333817664338
18	0.0145323842611075
19	0.0143433595598777
20	0.0142327577540779
21	0.0141593575155502
22	0.0140345615124064
23	0.0140091212493734
24	0.0141311640217068
25	0.0139573878941797
