pos	5pG>A
1	0.0617108796232475
2	0.0410125240909403
3	0.0340347062799615
4	0.0294872833289683
5	0.0257254576628072
6	0.0231723761829217
7	0.0208923794256123
8	0.0195285572866513
9	0.0180453670772739
10	0.0172594132607395
11	0.0167149771888183
12	0.0159905500687449
13	0.0157140400090591
14	0.015436165837701
15	0.0152160457815702
16	0.0150565461882671
17	0.014938007511957
18	0.0148016019051434
19	0.0148117022630065
20	0.0146525033110194
21	0.0145356205477018
22	0.0144661481211332
23	0.0142786113506643
24	0.014164219229175
25	0.0139710593406308
