pos	5pG>A
1	0.0678642966819793
2	0.0461015980829353
3	0.0391163026593217
4	0.0336649245846749
5	0.029431826561463
6	0.0266076888530702
7	0.0240878723642991
8	0.02221678567606
9	0.0205689491558523
10	0.0195321956406493
11	0.0180795019157088
12	0.0176384764481599
13	0.0168286395488158
14	0.0167358671351006
15	0.0162436827574821
16	0.0159991919290857
17	0.0155503195521996
18	0.0153753501656158
19	0.0155350960554179
20	0.0152461807980203
21	0.0147428916003667
22	0.0146026104540719
23	0.0144136452808254
24	0.0141766001062941
25	0.0141566191842092
