pos	5pC>T
1	0.0655461914565106
2	0.0543186655447211
3	0.0463454409681643
4	0.0391688890606681
5	0.0328141783029001
6	0.0282150309901268
7	0.0250633572987
8	0.0222697629691394
9	0.0201403350208548
10	0.0189050087303111
11	0.0177388677214377
12	0.0169666314729786
13	0.0167624315490609
14	0.016207271668684
15	0.0152696706475117
16	0.0152676941890736
17	0.0147455179328679
18	0.0144635386261919
19	0.014536032940232
20	0.0139926142455259
21	0.0143163417001462
22	0.0140111558895265
23	0.0137465065569239
24	0.0132999376901142
25	0.012857844242224
