pos	5pC>T
1	0.0674863558913476
2	0.058632278528812
3	0.0504316499690167
4	0.04167422640713
5	0.0333987924798777
6	0.0274617747864538
7	0.0224913315020662
8	0.0196487981439778
9	0.0174965198965912
10	0.0157483604160575
11	0.0146896041174604
12	0.0136689722190465
13	0.0134042514567865
14	0.0130889579092378
15	0.0123054441281473
16	0.0120766123336817
17	0.0110784418485211
18	0.0107756178467307
19	0.0109488673407085
20	0.010739431132229
21	0.0106804734774136
22	0.0108564189249812
23	0.0106848790912077
24	0.0109978840518065
25	0.0108230529238343
