pos	5pC>T
1	0.0496333614123714
2	0.0386116383559422
3	0.0318410732767144
4	0.0268288218922177
5	0.022364009570646
6	0.0189181765870476
7	0.0165369840221195
8	0.0148369508870579
9	0.0135495814040045
10	0.0125874091509949
11	0.0120601240462846
12	0.0116523864205164
13	0.0115953791162301
14	0.0111603756713924
15	0.0107135672900933
16	0.0106404383564349
17	0.0105585605068306
18	0.0103677200961138
19	0.010167992382013
20	0.00998516102691121
21	0.0099813185210849
22	0.0101441557615537
23	0.00977539655963587
24	0.0097318438961321
25	0.00960259348275669
