pos	5pG>A
1	0.0602728853718034
2	0.0363500203554753
3	0.0289274543094655
4	0.0239147950112865
5	0.0201997523730912
6	0.0173635991192519
7	0.0152325297182102
8	0.0137462383225842
9	0.0125313722242748
10	0.0117993724009491
11	0.0113982821577032
12	0.0112005946816246
13	0.0107691328383471
14	0.0108986587403694
15	0.0105406879701581
16	0.0106138702114054
17	0.0102326162440581
18	0.010233579100182
19	0.0102718101233485
20	0.0107366875103113
21	0.010518382700784
22	0.0108137581564371
23	0.0106719071804366
24	0.0108994488383911
25	0.0112631678721895
