pos	5pC>T
1	0.0439648821521631
2	0.0362968284640932
3	0.0295980615685734
4	0.0246168192607664
5	0.0206857428430571
6	0.0170906985117818
7	0.0146439443768122
8	0.0128980320577709
9	0.0116533011862956
10	0.0110809808702647
11	0.0106195288580103
12	0.0103535583348501
13	0.0102897637067574
14	0.00992521889694954
15	0.00988078580995523
16	0.00974751135237475
17	0.00956715122411547
18	0.00950344348446847
19	0.00957554862751004
20	0.00978720534828387
21	0.00969266099156232
22	0.00999355626566643
23	0.00995578137150238
24	0.0104543546816498
25	0.0107783553977504
