pos	5pG>A
1	0.0383341430022524
2	0.0301410105757932
3	0.0223853433632613
4	0.0193384377931786
5	0.017342245113655
6	0.0151146733909702
7	0.0133402581985458
8	0.0118404156836982
9	0.0109185748386526
10	0.0109993946641863
11	0.0104166666666667
12	0.0100520184628911
13	0.0106200149825938
14	0.0104312465929014
15	0.0116683695378556
16	0.0117730058644561
17	0.0134008776838571
18	0.0122214759220863
19	0.0129378630522795
20	0.0129526752027569
21	0.0127106647394537
22	0.0126536999776436
23	0.0121443698997349
24	0.0118854351290568
25	0.0104699548091694
