pos	5pC>T
1	0.0346862124057516
2	0.0287084827807424
3	0.0227355678569256
4	0.0190590450735026
5	0.0167274802168266
6	0.0127694610778443
7	0.0121910317170981
8	0.0100320612266005
9	0.00927204866723484
10	0.00885947196957413
11	0.00920052155822846
12	0.00882742172389221
13	0.0086416299851311
14	0.00974371087752451
15	0.0108143149706069
16	0.0121655567239163
17	0.0122547951968172
18	0.0124686826312416
19	0.0128493509166556
20	0.0121623408099414
21	0.0124136699214099
22	0.0120925964299458
23	0.0118464232631378
24	0.0115256157929266
25	0.0111446413098688
