pos	5pG>A
1	0.0333268475774132
2	0.0215561062520499
3	0.0179381912492674
4	0.0158614581700563
5	0.0140377996405836
6	0.012664474689385
7	0.0117609701423867
8	0.0110101922135162
9	0.010177819551745
10	0.00969819547889214
11	0.00937442662583857
12	0.00929478556491752
13	0.0089885657471441
14	0.00881863662215798
15	0.00857828866320583
16	0.00848191735673194
17	0.00830735618103866
18	0.0081932215077202
19	0.00820572333255198
20	0.00826475590444339
21	0.00811843436067038
22	0.00800680748206407
23	0.00780453793717923
24	0.0076558879055553
25	0.0075530732369261
