pos	5pC>T
1	0.0980615735461802
2	0.0274193548387097
3	0.0253878702397743
4	0.00904977375565611
5	0.0197869101978691
6	0.012924071082391
7	0.00771604938271605
8	0.0085348506401138
9	0.0123456790123457
10	0.00700280112044818
11	0.00867052023121387
12	0.0117474302496329
13	0.00848656294200849
14	0.0126404494382022
15	0.0121396054628225
16	0.00870827285921625
17	0.0128755364806867
18	0.0118518518518519
19	0.0155586987270156
20	0.0154494382022472
21	0.0127478753541076
22	0.0126760563380282
23	0.0201438848920863
24	0.0181818181818182
25	0.0173661360347323
