pos	5pC>T
1	0.0630129510971529
2	0.0554579925656725
3	0.0483101401838824
4	0.0414604101461744
5	0.0355556328222144
6	0.0308894828803184
7	0.0265093157660753
8	0.0232995327776796
9	0.0205510282013991
10	0.0184091236999535
11	0.0166149892135408
12	0.01549232491075
13	0.0142752559204428
14	0.0136665029266461
15	0.0126698850468002
16	0.0120807059299897
17	0.0114727833045867
18	0.0110480616023041
19	0.0107736952557314
20	0.0104189228364928
21	0.010231579018505
22	0.00983938355180797
23	0.00967367121365603
24	0.00936536370908743
25	0.00922794807989322
