pos	5pC>T
1	0.10104187582268
2	0.0884687314692332
3	0.0792678699359848
4	0.0680357142857143
5	0.0584546522191939
6	0.0501314636283961
7	0.0445219666412297
8	0.0401330521555754
9	0.0349918827607389
10	0.0317095283373505
11	0.0314455638897519
12	0.0279568952326827
13	0.0268522794748301
14	0.0269001228716869
15	0.0241107768536542
16	0.0243907779213102
17	0.0235803136830719
18	0.0228025810952215
19	0.0228720260894307
20	0.02297261716693
21	0.0225286637015846
22	0.022967416773509
23	0.0211793654978469
24	0.0220417376679133
25	0.0217783052039381
