pos	5pG>A
1	0.0868854769322059
2	0.0641295237469167
3	0.0543453064195526
4	0.047787478009422
5	0.0400698905249153
6	0.0333082539161634
7	0.0280780618232869
8	0.0242365788936518
9	0.0210965004684423
10	0.0185743911880477
11	0.0171413124159999
12	0.0155908064710748
13	0.0145009752799559
14	0.0140440190035852
15	0.013063383491648
16	0.0123184727357539
17	0.0116223865853175
18	0.0114141115660808
19	0.0111097399579747
20	0.0106863709488594
21	0.0106300434241899
22	0.0104308017003166
23	0.0101021271264528
24	0.0100098738528958
25	0.00997957108114083
