pos	5pC>T
1	0.0384768082404379
2	0.0338572436227489
3	0.0287668620395916
4	0.0247023618480203
5	0.0207596836461655
6	0.0174988744225634
7	0.0151863829748636
8	0.013012759137145
9	0.0118892611062613
10	0.0109436417887233
11	0.010138799845267
12	0.00962384449459886
13	0.00925977017292997
14	0.00917291768603246
15	0.00870021075581681
16	0.00840168489031852
17	0.00824607359770258
18	0.00790902041871284
19	0.007940346448762
20	0.00781710174352403
21	0.00777656850015792
22	0.00780263894644603
23	0.00780694682781449
24	0.00780667391889915
25	0.0079292772464972
