pos	5pG>A
1	0.0412054423646227
2	0.0252255021760387
3	0.0206132337593965
4	0.0178629672486349
5	0.015571976697948
6	0.0137789939190762
7	0.0122697679164741
8	0.0114801196070456
9	0.0105631376062579
10	0.0100215741672763
11	0.00955326689236309
12	0.00926948287813999
13	0.00897255571973287
14	0.00877868236991315
15	0.00848554631762991
16	0.00832098550672633
17	0.00832661602189546
18	0.0080977497936395
19	0.00809103071784621
20	0.00814525445732049
21	0.00810833212208866
22	0.0080307116585084
23	0.00800029460597836
24	0.00788558086710105
25	0.00792726399977411
