pos	5pC>T
1	0.0375412619804712
2	0.0307417100076192
3	0.0256337353724598
4	0.0217173593652458
5	0.0180955511566415
6	0.0151152144859108
7	0.0127493495229835
8	0.0112452793272061
9	0.0107372437550653
10	0.0100078452774841
11	0.00997935007441962
12	0.00994845022850956
13	0.0102918322153191
14	0.0104029761776514
15	0.0107401903548809
16	0.0105409517813107
17	0.0104952921118241
18	0.0106776082973277
19	0.0104932929467763
20	0.0103728120937243
21	0.0102712098550185
22	0.0104227274359803
23	0.0102917887827564
24	0.00987475223348941
25	0.0101453539481663
