pos	5pC>T
1	0.0922516050850025
2	0.0801179362639158
3	0.0684911534664743
4	0.0587423455534454
5	0.0495386696650805
6	0.0427433512760617
7	0.0371067680159611
8	0.0334184122759689
9	0.0301663361743099
10	0.0275681029935012
11	0.0259148328450069
12	0.0248569032051127
13	0.0231698983514137
14	0.0227098098580243
15	0.0219978388590321
16	0.0217760983863458
17	0.0215398119157421
18	0.0212151970941304
19	0.0214123026073149
20	0.0214660196783633
21	0.0213646532438479
22	0.0214419018633897
23	0.0213482856332427
24	0.021893063687995
25	0.022026583362378
